DATE,OPEN,CLOSE,HIGH,LOW,VOLUME
04-APR-2022,3230.0,3270.0,3276.4,3215.0,275388
01-APR-2022,3210.0,3230.65,3237.9,3191.65,260712
31-MAR-2022,3149.3,3206.4,3218.5,3147.3,413897
30-MAR-2022,3123.65,3148.4,3160.0,3114.65,450273
29-MAR-2022,3112.0,3103.8,3134.0,3090.2,359318
28-MAR-2022,3094.5,3094.8,3118.95,3060.05,310240
25-MAR-2022,3110.0,3094.5,3122.75,3074.1,339040
24-MAR-2022,3087.0,3103.85,3130.0,3080.55,459226
23-MAR-2022,3167.4,3102.25,3173.85,3092.0,1044283
22-MAR-2022,3230.0,3158.4,3250.0,3132.25,583821
21-MAR-2022,3350.0,3237.55,3350.0,3230.0,354460
17-MAR-2022,3322.0,3355.95,3362.0,3300.55,436218
16-MAR-2022,3244.0,3313.65,3318.35,3232.25,239522
15-MAR-2022,3186.0,3222.85,3249.0,3181.65,258636
14-MAR-2022,3199.9,3185.85,3215.0,3145.1,335292
11-MAR-2022,3250.0,3199.9,3256.6,3192.8,362091
10-MAR-2022,3225.0,3222.95,3248.0,3144.8,490457
09-MAR-2022,3144.0,3123.85,3170.0,3093.7,483468
08-MAR-2022,3115.0,3113.75,3180.0,3050.0,541966
07-MAR-2022,3300.0,3153.45,3300.55,3138.55,711477
04-MAR-2022,3350.0,3371.35,3394.85,3275.0,331936
03-MAR-2022,3405.0,3366.4,3439.55,3350.0,429892
02-MAR-2022,3420.95,3391.75,3420.95,3371.75,416582
28-FEB-2022,3405.0,3427.45,3440.0,3327.35,426929
25-FEB-2022,3435.0,3422.75,3444.0,3350.4,722637
24-FEB-2022,3439.5,3446.0,3504.0,3414.0,529995
23-FEB-2022,3497.75,3511.15,3530.0,3470.0,326853
22-FEB-2022,3405.0,3489.75,3498.0,3405.0,246372
21-FEB-2022,3431.1,3475.25,3500.0,3430.0,138287
18-FEB-2022,3450.0,3481.65,3495.0,3444.15,121161
17-FEB-2022,3482.6,3464.1,3483.0,3430.0,173362
16-FEB-2022,3480.0,3462.0,3498.8,3435.0,190567
15-FEB-2022,3425.0,3477.9,3490.0,3400.0,209065
14-FEB-2022,3428.0,3398.0,3455.0,3388.05,209831
11-FEB-2022,3499.0,3480.55,3509.35,3429.0,340217
10-FEB-2022,3522.0,3534.55,3543.85,3485.0,172088
09-FEB-2022,3509.0,3517.35,3540.7,3473.45,172750
08-FEB-2022,3441.0,3473.45,3490.0,3418.4,363856
07-FEB-2022,3561.95,3448.6,3579.8,3440.0,279194
04-FEB-2022,3583.45,3562.0,3593.7,3540.0,162672
03-FEB-2022,3622.0,3562.4,3652.0,3555.0,203975
02-FEB-2022,3670.0,3621.05,3670.0,3604.8,209928
01-FEB-2022,3560.0,3656.6,3710.0,3545.05,631482
31-JAN-2022,3510.0,3535.3,3636.0,3510.0,462842
28-JAN-2022,3494.15,3509.65,3595.0,3494.15,249034
27-JAN-2022,3535.0,3494.15,3535.0,3435.65,353612
25-JAN-2022,3502.0,3539.3,3565.45,3430.25,306411
24-JAN-2022,3610.0,3523.85,3626.55,3505.0,240598
21-JAN-2022,3606.0,3618.3,3629.0,3575.7,162594
20-JAN-2022,3590.0,3605.15,3624.0,3576.5,173547
19-JAN-2022,3620.0,3575.65,3627.55,3565.0,129227
18-JAN-2022,3668.0,3621.9,3694.7,3611.1,168104
